time,TSKIN,BDOT
1074.0,242.04999999999998,0.19
1075.0,242.04999999999998,0.19
1076.0,242.04999999999998,0.19
1077.0,242.04999999999998,0.19
1078.0,242.04999999999998,0.19
1079.0,242.04999999999998,0.19
1080.0,242.04999999999998,0.19
1081.0,242.04999999999998,0.19
1082.0,242.04999999999998,0.19
1083.0,242.04999999999998,0.19
1084.0,242.04999999999998,0.19
1085.0,242.04999999999998,0.19
1086.0,242.04999999999998,0.19
1087.0,242.04999999999998,0.19
1088.0,242.04999999999998,0.19
1089.0,242.04999999999998,0.19
1090.0,242.04999999999998,0.19
1091.0,242.04999999999998,0.19
1092.0,242.04999999999998,0.19
1093.0,242.04999999999998,0.19
1094.0,242.04999999999998,0.19
1095.0,242.04999999999998,0.19
1096.0,242.04999999999998,0.19
1097.0,242.04999999999998,0.19
1098.0,242.04999999999998,0.19
1099.0,242.04999999999998,0.19
1100.0,242.04999999999998,0.19
1101.0,242.04999999999998,0.19
1102.0,242.04999999999998,0.19
1103.0,242.04999999999998,0.19
1104.0,242.04999999999998,0.19
1105.0,242.04999999999998,0.19
1106.0,242.04999999999998,0.19
1107.0,242.04999999999998,0.19
1108.0,242.04999999999998,0.19
1109.0,242.04999999999998,0.19
1110.0,242.04999999999998,0.19
1111.0,242.04999999999998,0.19
1112.0,242.04999999999998,0.19
1113.0,242.04999999999998,0.19
1114.0,242.04999999999998,0.19
1115.0,242.04999999999998,0.19
1116.0,242.04999999999998,0.19
1117.0,242.04999999999998,0.19
1118.0,242.04999999999998,0.19
1119.0,242.04999999999998,0.19
1120.0,242.04999999999998,0.19
1121.0,242.04999999999998,0.19
1122.0,242.04999999999998,0.19
1123.0,242.04999999999998,0.19
1124.0,242.04999999999998,0.19
1125.0,242.04999999999998,0.19
1126.0,242.04999999999998,0.19
1127.0,242.04999999999998,0.19
1128.0,242.04999999999998,0.19
1129.0,242.04999999999998,0.19
1130.0,242.04999999999998,0.19
1131.0,242.04999999999998,0.19
1132.0,242.04999999999998,0.19
1133.0,242.04999999999998,0.19
1134.0,242.04999999999998,0.19
1135.0,242.04999999999998,0.19
1136.0,242.04999999999998,0.19
1137.0,242.04999999999998,0.19
1138.0,242.04999999999998,0.19
1139.0,242.04999999999998,0.19
1140.0,242.04999999999998,0.19
1141.0,242.04999999999998,0.19
1142.0,242.04999999999998,0.19
1143.0,242.04999999999998,0.19
1144.0,242.04999999999998,0.19
1145.0,242.04999999999998,0.19
1146.0,242.04999999999998,0.19
1147.0,242.04999999999998,0.19
1148.0,242.04999999999998,0.19
1149.0,242.04999999999998,0.19
1150.0,242.04999999999998,0.19
1151.0,242.04999999999998,0.19
1152.0,242.04999999999998,0.19
1153.0,242.04999999999998,0.19
1154.0,242.04999999999998,0.19
1155.0,242.04999999999998,0.19
1156.0,242.04999999999998,0.19
1157.0,242.04999999999998,0.19
1158.0,242.04999999999998,0.19
1159.0,242.04999999999998,0.19
1160.0,242.04999999999998,0.19
1161.0,242.04999999999998,0.19
1162.0,242.04999999999998,0.19
1163.0,242.04999999999998,0.19
1164.0,242.04999999999998,0.19
1165.0,242.04999999999998,0.19
1166.0,242.04999999999998,0.19
1167.0,242.04999999999998,0.19
1168.0,242.04999999999998,0.19
1169.0,242.04999999999998,0.19
1170.0,242.04999999999998,0.19
1171.0,242.04999999999998,0.19
1172.0,242.04999999999998,0.19
1173.0,242.04999999999998,0.19
1174.0,242.04999999999998,0.19
1175.0,242.04999999999998,0.19
1176.0,242.04999999999998,0.19
1177.0,242.04999999999998,0.19
1178.0,242.04999999999998,0.19
1179.0,242.04999999999998,0.19
1180.0,242.04999999999998,0.19
1181.0,242.04999999999998,0.19
1182.0,242.04999999999998,0.19
1183.0,242.04999999999998,0.19
1184.0,242.04999999999998,0.19
1185.0,242.04999999999998,0.19
1186.0,242.04999999999998,0.19
1187.0,242.04999999999998,0.19
1188.0,242.04999999999998,0.19
1189.0,242.04999999999998,0.19
1190.0,242.04999999999998,0.19
1191.0,242.04999999999998,0.19
1192.0,242.04999999999998,0.19
1193.0,242.04999999999998,0.19
1194.0,242.04999999999998,0.19
1195.0,242.04999999999998,0.19
1196.0,242.04999999999998,0.19
1197.0,242.04999999999998,0.19
1198.0,242.04999999999998,0.19
1199.0,242.04999999999998,0.19
1200.0,242.04999999999998,0.19
1201.0,242.04999999999998,0.19
1202.0,242.04999999999998,0.19
1203.0,242.04999999999998,0.19
1204.0,242.04999999999998,0.19
1205.0,242.04999999999998,0.19
1206.0,242.04999999999998,0.19
1207.0,242.04999999999998,0.19
1208.0,242.04999999999998,0.19
1209.0,242.04999999999998,0.19
1210.0,242.04999999999998,0.19
1211.0,242.04999999999998,0.19
1212.0,242.04999999999998,0.19
1213.0,242.04999999999998,0.19
1214.0,242.04999999999998,0.19
1215.0,242.04999999999998,0.19
1216.0,242.04999999999998,0.19
1217.0,242.04999999999998,0.19
1218.0,242.04999999999998,0.19
1219.0,242.04999999999998,0.19
1220.0,242.04999999999998,0.19
1221.0,242.04999999999998,0.19
1222.0,242.04999999999998,0.19
1223.0,242.04999999999998,0.19
1224.0,242.04999999999998,0.19
1225.0,242.04999999999998,0.19
1226.0,242.04999999999998,0.19
1227.0,242.04999999999998,0.19
1228.0,242.04999999999998,0.19
1229.0,242.04999999999998,0.19
1230.0,242.04999999999998,0.19
1231.0,242.04999999999998,0.19
1232.0,242.04999999999998,0.19
1233.0,242.04999999999998,0.19
1234.0,242.04999999999998,0.19
1235.0,242.04999999999998,0.19
1236.0,242.04999999999998,0.19
1237.0,242.04999999999998,0.19
1238.0,242.04999999999998,0.19
1239.0,242.04999999999998,0.19
1240.0,242.04999999999998,0.19
1241.0,242.04999999999998,0.19
1242.0,242.04999999999998,0.19
1243.0,242.04999999999998,0.19
1244.0,242.04999999999998,0.19
1245.0,242.04999999999998,0.19
1246.0,242.04999999999998,0.19
1247.0,242.04999999999998,0.19
1248.0,242.04999999999998,0.19
1249.0,242.04999999999998,0.19
1250.0,242.04999999999998,0.19
1251.0,242.04999999999998,0.19
1252.0,242.04999999999998,0.19
1253.0,242.04999999999998,0.19
1254.0,242.04999999999998,0.19
1255.0,242.04999999999998,0.19
1256.0,242.04999999999998,0.19
1257.0,242.04999999999998,0.19
1258.0,242.04999999999998,0.19
1259.0,242.04999999999998,0.19
1260.0,242.04999999999998,0.19
1261.0,242.04999999999998,0.19
1262.0,242.04999999999998,0.19
1263.0,242.04999999999998,0.19
1264.0,242.04999999999998,0.19
1265.0,242.04999999999998,0.19
1266.0,242.04999999999998,0.19
1267.0,242.04999999999998,0.19
1268.0,242.04999999999998,0.19
1269.0,242.04999999999998,0.19
1270.0,242.04999999999998,0.19
1271.0,242.04999999999998,0.19
1272.0,242.04999999999998,0.19
1273.0,242.04999999999998,0.19
1274.0,242.04999999999998,0.19
1275.0,242.04999999999998,0.19
1276.0,242.04999999999998,0.19
1277.0,242.04999999999998,0.19
1278.0,242.04999999999998,0.19
1279.0,242.04999999999998,0.19
1280.0,242.04999999999998,0.19
1281.0,242.04999999999998,0.19
1282.0,242.04999999999998,0.19
1283.0,242.04999999999998,0.19
1284.0,242.04999999999998,0.19
1285.0,242.04999999999998,0.19
1286.0,242.04999999999998,0.19
1287.0,242.04999999999998,0.19
1288.0,242.04999999999998,0.19
1289.0,242.04999999999998,0.19
1290.0,242.04999999999998,0.19
1291.0,242.04999999999998,0.19
1292.0,242.04999999999998,0.19
1293.0,242.04999999999998,0.19
1294.0,242.04999999999998,0.19
1295.0,242.04999999999998,0.19
1296.0,242.04999999999998,0.19
1297.0,242.04999999999998,0.19
1298.0,242.04999999999998,0.19
1299.0,242.04999999999998,0.19
1300.0,242.04999999999998,0.19
1301.0,242.04999999999998,0.19
1302.0,242.04999999999998,0.19
1303.0,242.04999999999998,0.19
1304.0,242.04999999999998,0.19
1305.0,242.04999999999998,0.19
1306.0,242.04999999999998,0.19
1307.0,242.04999999999998,0.19
1308.0,242.04999999999998,0.19
1309.0,242.04999999999998,0.19
1310.0,242.04999999999998,0.19
1311.0,242.04999999999998,0.19
1312.0,242.04999999999998,0.19
1313.0,242.04999999999998,0.19
1314.0,242.04999999999998,0.19
1315.0,242.04999999999998,0.19
1316.0,242.04999999999998,0.19
1317.0,242.04999999999998,0.19
1318.0,242.04999999999998,0.19
1319.0,242.04999999999998,0.19
1320.0,242.04999999999998,0.19
1321.0,242.04999999999998,0.19
1322.0,242.04999999999998,0.19
1323.0,242.04999999999998,0.19
1324.0,242.04999999999998,0.19
1325.0,242.04999999999998,0.19
1326.0,242.04999999999998,0.19
1327.0,242.04999999999998,0.19
1328.0,242.04999999999998,0.19
1329.0,242.04999999999998,0.19
1330.0,242.04999999999998,0.19
1331.0,242.04999999999998,0.19
1332.0,242.04999999999998,0.19
1333.0,242.04999999999998,0.19
1334.0,242.04999999999998,0.19
1335.0,242.04999999999998,0.19
1336.0,242.04999999999998,0.19
1337.0,242.04999999999998,0.19
1338.0,242.04999999999998,0.19
1339.0,242.04999999999998,0.19
1340.0,242.04999999999998,0.19
1341.0,242.04999999999998,0.19
1342.0,242.04999999999998,0.19
1343.0,242.04999999999998,0.19
1344.0,242.04999999999998,0.19
1345.0,242.04999999999998,0.19
1346.0,242.04999999999998,0.19
1347.0,242.04999999999998,0.19
1348.0,242.04999999999998,0.19
1349.0,242.04999999999998,0.19
1350.0,242.04999999999998,0.19
1351.0,242.04999999999998,0.19
1352.0,242.04999999999998,0.19
1353.0,242.04999999999998,0.19
1354.0,242.04999999999998,0.19
1355.0,242.04999999999998,0.19
1356.0,242.04999999999998,0.19
1357.0,242.04999999999998,0.19
1358.0,242.04999999999998,0.19
1359.0,242.04999999999998,0.19
1360.0,242.04999999999998,0.19
1361.0,242.04999999999998,0.19
1362.0,242.04999999999998,0.19
1363.0,242.04999999999998,0.19
1364.0,242.04999999999998,0.19
1365.0,242.04999999999998,0.19
1366.0,242.04999999999998,0.19
1367.0,242.04999999999998,0.19
1368.0,242.04999999999998,0.19
1369.0,242.04999999999998,0.19
1370.0,242.04999999999998,0.19
1371.0,242.04999999999998,0.19
1372.0,242.04999999999998,0.19
1373.0,242.04999999999998,0.19
1374.0,242.04999999999998,0.19
1375.0,242.04999999999998,0.19
1376.0,242.04999999999998,0.19
1377.0,242.04999999999998,0.19
1378.0,242.04999999999998,0.19
1379.0,242.04999999999998,0.19
1380.0,242.04999999999998,0.19
1381.0,242.04999999999998,0.19
1382.0,242.04999999999998,0.19
1383.0,242.04999999999998,0.19
1384.0,242.04999999999998,0.19
1385.0,242.04999999999998,0.19
1386.0,242.04999999999998,0.19
1387.0,242.04999999999998,0.19
1388.0,242.04999999999998,0.19
1389.0,242.04999999999998,0.19
1390.0,242.04999999999998,0.19
1391.0,242.04999999999998,0.19
1392.0,242.04999999999998,0.19
1393.0,242.04999999999998,0.19
1394.0,242.04999999999998,0.19
1395.0,242.04999999999998,0.19
1396.0,242.04999999999998,0.19
1397.0,242.04999999999998,0.19
1398.0,242.04999999999998,0.19
1399.0,242.04999999999998,0.19
1400.0,242.04999999999998,0.19
1401.0,242.04999999999998,0.19
1402.0,242.04999999999998,0.19
1403.0,242.04999999999998,0.19
1404.0,242.04999999999998,0.19
1405.0,242.04999999999998,0.19
1406.0,242.04999999999998,0.19
1407.0,242.04999999999998,0.19
1408.0,242.04999999999998,0.19
1409.0,242.04999999999998,0.19
1410.0,242.04999999999998,0.19
1411.0,242.04999999999998,0.19
1412.0,242.04999999999998,0.19
1413.0,242.04999999999998,0.19
1414.0,242.04999999999998,0.19
1415.0,242.04999999999998,0.19
1416.0,242.04999999999998,0.19
1417.0,242.04999999999998,0.19
1418.0,242.04999999999998,0.19
1419.0,242.04999999999998,0.19
1420.0,242.04999999999998,0.19
1421.0,242.04999999999998,0.19
1422.0,242.04999999999998,0.19
1423.0,242.04999999999998,0.19
1424.0,242.04999999999998,0.19
1425.0,242.04999999999998,0.19
1426.0,242.04999999999998,0.19
1427.0,242.04999999999998,0.19
1428.0,242.04999999999998,0.19
1429.0,242.04999999999998,0.19
1430.0,242.04999999999998,0.19
1431.0,242.04999999999998,0.19
1432.0,242.04999999999998,0.19
1433.0,242.04999999999998,0.19
1434.0,242.04999999999998,0.19
1435.0,242.04999999999998,0.19
1436.0,242.04999999999998,0.19
1437.0,242.04999999999998,0.19
1438.0,242.04999999999998,0.19
1439.0,242.04999999999998,0.19
1440.0,242.04999999999998,0.19
1441.0,242.04999999999998,0.19
1442.0,242.04999999999998,0.19
1443.0,242.04999999999998,0.19
1444.0,242.04999999999998,0.19
1445.0,242.04999999999998,0.19
1446.0,242.04999999999998,0.19
1447.0,242.04999999999998,0.19
1448.0,242.04999999999998,0.19
1449.0,242.04999999999998,0.19
1450.0,242.04999999999998,0.19
1451.0,242.04999999999998,0.19
1452.0,242.04999999999998,0.19
1453.0,242.04999999999998,0.19
1454.0,242.04999999999998,0.19
1455.0,242.04999999999998,0.19
1456.0,242.04999999999998,0.19
1457.0,242.04999999999998,0.19
1458.0,242.04999999999998,0.19
1459.0,242.04999999999998,0.19
1460.0,242.04999999999998,0.19
1461.0,242.04999999999998,0.19
1462.0,242.04999999999998,0.19
1463.0,242.04999999999998,0.19
1464.0,242.04999999999998,0.19
1465.0,242.04999999999998,0.19
1466.0,242.04999999999998,0.19
1467.0,242.04999999999998,0.19
1468.0,242.04999999999998,0.19
1469.0,242.04999999999998,0.19
1470.0,242.04999999999998,0.19
1471.0,242.04999999999998,0.19
1472.0,242.04999999999998,0.19
1473.0,242.04999999999998,0.19
1474.0,242.04999999999998,0.19
1475.0,242.04999999999998,0.19
1476.0,242.04999999999998,0.19
1477.0,242.04999999999998,0.19
1478.0,242.04999999999998,0.19
1479.0,242.04999999999998,0.19
1480.0,242.04999999999998,0.19
1481.0,242.04999999999998,0.19
1482.0,242.04999999999998,0.19
1483.0,242.04999999999998,0.19
1484.0,242.04999999999998,0.19
1485.0,242.04999999999998,0.19
1486.0,242.04999999999998,0.19
1487.0,242.04999999999998,0.19
1488.0,242.04999999999998,0.19
1489.0,242.04999999999998,0.19
1490.0,242.04999999999998,0.19
1491.0,242.04999999999998,0.19
1492.0,242.04999999999998,0.19
1493.0,242.04999999999998,0.19
1494.0,242.04999999999998,0.19
1495.0,242.04999999999998,0.19
1496.0,242.04999999999998,0.19
1497.0,242.04999999999998,0.19
1498.0,242.04999999999998,0.19
1499.0,242.04999999999998,0.19
1500.0,242.04999999999998,0.19
1501.0,242.04999999999998,0.19
1502.0,242.04999999999998,0.19
1503.0,242.04999999999998,0.19
1504.0,242.04999999999998,0.19
1505.0,242.04999999999998,0.19
1506.0,242.04999999999998,0.19
1507.0,242.04999999999998,0.19
1508.0,242.04999999999998,0.19
1509.0,242.04999999999998,0.19
1510.0,242.04999999999998,0.19
1511.0,242.04999999999998,0.19
1512.0,242.04999999999998,0.19
1513.0,242.04999999999998,0.19
1514.0,242.04999999999998,0.19
1515.0,242.04999999999998,0.19
1516.0,242.04999999999998,0.19
1517.0,242.04999999999998,0.19
1518.0,242.04999999999998,0.19
1519.0,242.04999999999998,0.19
1520.0,242.04999999999998,0.19
1521.0,242.04999999999998,0.19
1522.0,242.04999999999998,0.19
1523.0,242.04999999999998,0.19
1524.0,242.04999999999998,0.19
1525.0,242.04999999999998,0.19
1526.0,242.04999999999998,0.19
1527.0,242.04999999999998,0.19
1528.0,242.04999999999998,0.19
1529.0,242.04999999999998,0.19
1530.0,242.04999999999998,0.19
1531.0,242.04999999999998,0.19
1532.0,242.04999999999998,0.19
1533.0,242.04999999999998,0.19
1534.0,242.04999999999998,0.19
1535.0,242.04999999999998,0.19
1536.0,242.04999999999998,0.19
1537.0,242.04999999999998,0.19
1538.0,242.04999999999998,0.19
1539.0,242.04999999999998,0.19
1540.0,242.04999999999998,0.19
1541.0,242.04999999999998,0.19
1542.0,242.04999999999998,0.19
1543.0,242.04999999999998,0.19
1544.0,242.04999999999998,0.19
1545.0,242.04999999999998,0.19
1546.0,242.04999999999998,0.19
1547.0,242.04999999999998,0.19
1548.0,242.04999999999998,0.19
1549.0,242.04999999999998,0.19
1550.0,242.04999999999998,0.19
1551.0,242.04999999999998,0.19
1552.0,242.04999999999998,0.19
1553.0,242.04999999999998,0.19
1554.0,242.04999999999998,0.19
1555.0,242.04999999999998,0.19
1556.0,242.04999999999998,0.19
1557.0,242.04999999999998,0.19
1558.0,242.04999999999998,0.19
1559.0,242.04999999999998,0.19
1560.0,242.04999999999998,0.19
1561.0,242.04999999999998,0.19
1562.0,242.04999999999998,0.19
1563.0,242.04999999999998,0.19
1564.0,242.04999999999998,0.19
1565.0,242.04999999999998,0.19
1566.0,242.04999999999998,0.19
1567.0,242.04999999999998,0.19
1568.0,242.04999999999998,0.19
1569.0,242.04999999999998,0.19
1570.0,242.04999999999998,0.19
1571.0,242.04999999999998,0.19
1572.0,242.04999999999998,0.19
1573.0,242.04999999999998,0.19
1574.0,242.04999999999998,0.19
1575.0,242.04999999999998,0.19
1576.0,242.04999999999998,0.19
1577.0,242.04999999999998,0.19
1578.0,242.04999999999998,0.19
1579.0,242.04999999999998,0.19
1580.0,242.04999999999998,0.19
1581.0,242.04999999999998,0.19
1582.0,242.04999999999998,0.19
1583.0,242.04999999999998,0.19
1584.0,242.04999999999998,0.19
1585.0,242.04999999999998,0.19
1586.0,242.04999999999998,0.19
1587.0,242.04999999999998,0.19
1588.0,242.04999999999998,0.19
1589.0,242.04999999999998,0.19
1590.0,242.04999999999998,0.19
1591.0,242.04999999999998,0.19
1592.0,242.04999999999998,0.19
1593.0,242.04999999999998,0.19
1594.0,242.04999999999998,0.19
1595.0,242.04999999999998,0.19
1596.0,242.04999999999998,0.19
1597.0,242.04999999999998,0.19
1598.0,242.04999999999998,0.19
1599.0,242.04999999999998,0.19
1600.0,242.04999999999998,0.19
1601.0,242.04999999999998,0.19
1602.0,242.04999999999998,0.19
1603.0,242.04999999999998,0.19
1604.0,242.04999999999998,0.19
1605.0,242.04999999999998,0.19
1606.0,242.04999999999998,0.19
1607.0,242.04999999999998,0.19
1608.0,242.04999999999998,0.19
1609.0,242.04999999999998,0.19
1610.0,242.04999999999998,0.19
1611.0,242.04999999999998,0.19
1612.0,242.04999999999998,0.19
1613.0,242.04999999999998,0.19
1614.0,242.04999999999998,0.19
1615.0,242.04999999999998,0.19
1616.0,242.04999999999998,0.19
1617.0,242.04999999999998,0.19
1618.0,242.04999999999998,0.19
1619.0,242.04999999999998,0.19
1620.0,242.04999999999998,0.19
1621.0,242.04999999999998,0.19
1622.0,242.04999999999998,0.19
1623.0,242.04999999999998,0.19
1624.0,242.04999999999998,0.19
1625.0,242.04999999999998,0.19
1626.0,242.04999999999998,0.19
1627.0,242.04999999999998,0.19
1628.0,242.04999999999998,0.19
1629.0,242.04999999999998,0.19
1630.0,242.04999999999998,0.19
1631.0,242.04999999999998,0.19
1632.0,242.04999999999998,0.19
1633.0,242.04999999999998,0.19
1634.0,242.04999999999998,0.19
1635.0,242.04999999999998,0.19
1636.0,242.04999999999998,0.19
1637.0,242.04999999999998,0.19
1638.0,242.04999999999998,0.19
1639.0,242.04999999999998,0.19
1640.0,242.04999999999998,0.19
1641.0,242.04999999999998,0.19
1642.0,242.04999999999998,0.19
1643.0,242.04999999999998,0.19
1644.0,242.04999999999998,0.19
1645.0,242.04999999999998,0.19
1646.0,242.04999999999998,0.19
1647.0,242.04999999999998,0.19
1648.0,242.04999999999998,0.19
1649.0,242.04999999999998,0.19
1650.0,242.04999999999998,0.19
1651.0,242.04999999999998,0.19
1652.0,242.04999999999998,0.19
1653.0,242.04999999999998,0.19
1654.0,242.04999999999998,0.19
1655.0,242.04999999999998,0.19
1656.0,242.04999999999998,0.19
1657.0,242.04999999999998,0.19
1658.0,242.04999999999998,0.19
1659.0,242.04999999999998,0.19
1660.0,242.04999999999998,0.19
1661.0,242.04999999999998,0.19
1662.0,242.04999999999998,0.19
1663.0,242.04999999999998,0.19
1664.0,242.04999999999998,0.19
1665.0,242.04999999999998,0.19
1666.0,242.04999999999998,0.19
1667.0,242.04999999999998,0.19
1668.0,242.04999999999998,0.19
1669.0,242.04999999999998,0.19
1670.0,242.04999999999998,0.19
1671.0,242.04999999999998,0.19
1672.0,242.04999999999998,0.19
1673.0,242.04999999999998,0.19
1674.0,242.04999999999998,0.19
1675.0,242.04999999999998,0.19
1676.0,242.04999999999998,0.19
1677.0,242.04999999999998,0.19
1678.0,242.04999999999998,0.19
1679.0,242.04999999999998,0.19
1680.0,242.04999999999998,0.19
1681.0,242.04999999999998,0.19
1682.0,242.04999999999998,0.19
1683.0,242.04999999999998,0.19
1684.0,242.04999999999998,0.19
1685.0,242.04999999999998,0.19
1686.0,242.04999999999998,0.19
1687.0,242.04999999999998,0.19
1688.0,242.04999999999998,0.19
1689.0,242.04999999999998,0.19
1690.0,242.04999999999998,0.19
1691.0,242.04999999999998,0.19
1692.0,242.04999999999998,0.19
1693.0,242.04999999999998,0.19
1694.0,242.04999999999998,0.19
1695.0,242.04999999999998,0.19
1696.0,242.04999999999998,0.19
1697.0,242.04999999999998,0.19
1698.0,242.04999999999998,0.19
1699.0,242.04999999999998,0.19
1700.0,242.04999999999998,0.19
1701.0,242.04999999999998,0.19
1702.0,242.04999999999998,0.19
1703.0,242.04999999999998,0.19
1704.0,242.04999999999998,0.19
1705.0,242.04999999999998,0.19
1706.0,242.04999999999998,0.19
1707.0,242.04999999999998,0.19
1708.0,242.04999999999998,0.19
1709.0,242.04999999999998,0.19
1710.0,242.04999999999998,0.19
1711.0,242.04999999999998,0.19
1712.0,242.04999999999998,0.19
1713.0,242.04999999999998,0.19
1714.0,242.04999999999998,0.19
1715.0,242.04999999999998,0.19
1716.0,242.04999999999998,0.19
1717.0,242.04999999999998,0.19
1718.0,242.04999999999998,0.19
1719.0,242.04999999999998,0.19
1720.0,242.04999999999998,0.19
1721.0,242.04999999999998,0.19
1722.0,242.04999999999998,0.19
1723.0,242.04999999999998,0.19
1724.0,242.04999999999998,0.19
1725.0,242.04999999999998,0.19
1726.0,242.04999999999998,0.19
1727.0,242.04999999999998,0.19
1728.0,242.04999999999998,0.19
1729.0,242.04999999999998,0.19
1730.0,242.04999999999998,0.19
1731.0,242.04999999999998,0.19
1732.0,242.04999999999998,0.19
1733.0,242.04999999999998,0.19
1734.0,242.04999999999998,0.19
1735.0,242.04999999999998,0.19
1736.0,242.04999999999998,0.19
1737.0,242.04999999999998,0.19
1738.0,242.04999999999998,0.19
1739.0,242.04999999999998,0.19
1740.0,242.04999999999998,0.19
1741.0,242.04999999999998,0.19
1742.0,242.04999999999998,0.19
1743.0,242.04999999999998,0.19
1744.0,242.04999999999998,0.19
1745.0,242.04999999999998,0.19
1746.0,242.04999999999998,0.19
1747.0,242.04999999999998,0.19
1748.0,242.04999999999998,0.19
1749.0,242.04999999999998,0.19
1750.0,242.04999999999998,0.19
1751.0,242.04999999999998,0.19
1752.0,242.04999999999998,0.19
1753.0,242.04999999999998,0.19
1754.0,242.04999999999998,0.19
1755.0,242.04999999999998,0.19
1756.0,242.04999999999998,0.19
1757.0,242.04999999999998,0.19
1758.0,242.04999999999998,0.19
1759.0,242.04999999999998,0.19
1760.0,242.04999999999998,0.19
1761.0,242.04999999999998,0.19
1762.0,242.04999999999998,0.19
1763.0,242.04999999999998,0.19
1764.0,242.04999999999998,0.19
1765.0,242.04999999999998,0.19
1766.0,242.04999999999998,0.19
1767.0,242.04999999999998,0.19
1768.0,242.04999999999998,0.19
1769.0,242.04999999999998,0.19
1770.0,242.04999999999998,0.19
1771.0,242.04999999999998,0.19
1772.0,242.04999999999998,0.19
1773.0,242.04999999999998,0.19
1774.0,242.04999999999998,0.19
1775.0,242.04999999999998,0.19
1776.0,242.04999999999998,0.19
1777.0,242.04999999999998,0.19
1778.0,242.04999999999998,0.19
1779.0,242.04999999999998,0.19
1780.0,242.04999999999998,0.19
1781.0,242.04999999999998,0.19
1782.0,242.04999999999998,0.19
1783.0,242.04999999999998,0.19
1784.0,242.04999999999998,0.19
1785.0,242.04999999999998,0.19
1786.0,242.04999999999998,0.19
1787.0,242.04999999999998,0.19
1788.0,242.04999999999998,0.19
1789.0,242.04999999999998,0.19
1790.0,242.04999999999998,0.19
1791.0,242.04999999999998,0.19
1792.0,242.04999999999998,0.19
1793.0,242.04999999999998,0.19
1794.0,242.04999999999998,0.19
1795.0,242.04999999999998,0.19
1796.0,242.04999999999998,0.19
1797.0,242.04999999999998,0.19
1798.0,242.04999999999998,0.19
1799.0,242.04999999999998,0.19
1800.0,242.04999999999998,0.19
1801.0,242.04999999999998,0.19
1802.0,242.04999999999998,0.19
1803.0,242.04999999999998,0.19
1804.0,242.04999999999998,0.19
1805.0,242.04999999999998,0.19
1806.0,242.04999999999998,0.19
1807.0,242.04999999999998,0.19
1808.0,242.04999999999998,0.19
1809.0,242.04999999999998,0.19
1810.0,242.04999999999998,0.19
1811.0,242.04999999999998,0.19
1812.0,242.04999999999998,0.19
1813.0,242.04999999999998,0.19
1814.0,242.04999999999998,0.19
1815.0,242.04999999999998,0.19
1816.0,242.04999999999998,0.19
1817.0,242.04999999999998,0.19
1818.0,242.04999999999998,0.19
1819.0,242.04999999999998,0.19
1820.0,242.04999999999998,0.19
